Sl,Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,Station_Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period,Flood?
11088,Khulna,2001,1,29,11,0,74,0.3,0.3,8.4,41947,456632.4,521635.7,22.8,89.58,4,2001.01,0
11089,Khulna,2001,2,31.8,15.9,129,74,0.3,1,8.5,41947,456632.4,521635.7,22.8,89.58,4,2001.02,0
11090,Khulna,2001,3,36.6,20.2,21,72,0.4,1.7,9,41947,456632.4,521635.7,22.8,89.58,4,2001.03,0
11091,Khulna,2001,4,38,24.6,51,76,0.8,2.9,8.5,41947,456632.4,521635.7,22.8,89.58,4,2001.04,0
11092,Khulna,2001,5,37.2,24.7,244,80,0.8,4.2,8.4,41947,456632.4,521635.7,22.8,89.58,4,2001.05,0
11093,Khulna,2001,6,35.2,25.9,354,90,0.9,6.3,2.7,41947,456632.4,521635.7,22.8,89.58,4,2001.06,1
11094,Khulna,2001,7,34.2,26.3,269,88,1.1,6.3,4,41947,456632.4,521635.7,22.8,89.58,4,2001.07,0
11095,Khulna,2001,8,35.2,27.1,188,85,0.9,5.4,6.5,41947,456632.4,521635.7,22.8,89.58,4,2001.08,0
11096,Khulna,2001,9,35.6,26.4,207,87,0.4,4.8,6.1,41947,456632.4,521635.7,22.8,89.58,4,2001.09,0
11097,Khulna,2001,10,35.8,25.1,196,88,0.3,4.1,6,41947,456632.4,521635.7,22.8,89.58,4,2001.1,0
11098,Khulna,2001,11,33,21.4,31,83,0.2,2.8,7,41947,456632.4,521635.7,22.8,89.58,4,2001.11,0
11099,Khulna,2001,12,30.6,13.9,0,81,0.2,0.9,8.7,41947,456632.4,521635.7,22.8,89.58,4,2001.12,0
11100,Khulna,2002,1,29.5,13.7,10,80,0.2,1.7,7.6,41947,456632.4,521635.7,22.8,89.58,4,2002.01,0
11101,Khulna,2002,2,33.5,15.3,0,72,0.4,0.9,9.7,41947,456632.4,521635.7,22.8,89.58,4,2002.02,0
11102,Khulna,2002,3,36.1,20.7,14,72,0.6,2.1,8.5,41947,456632.4,521635.7,22.8,89.58,4,2002.03,0
11103,Khulna,2002,4,36,23.9,74,76,1.6,3.7,8.9,41947,456632.4,521635.7,22.8,89.58,4,2002.04,0
11104,Khulna,2002,5,40.2,25.3,254,80,1.2,4.4,8.1,41947,456632.4,521635.7,22.8,89.58,4,2002.05,0
11105,Khulna,2002,6,37.4,25.4,846,87,1,6.1,4.5,41947,456632.4,521635.7,22.8,89.58,4,2002.06,1
11106,Khulna,2002,7,37.4,27.1,367,88,0.7,6.8,3.3,41947,456632.4,521635.7,22.8,89.58,4,2002.07,0
11107,Khulna,2002,8,34.5,26.1,483,90,0.9,6.1,4.7,41947,456632.4,521635.7,22.8,89.58,4,2002.08,1
11108,Khulna,2002,9,36,25.9,429,88,0.7,5,5.3,41947,456632.4,521635.7,22.8,89.58,4,2002.09,1
11109,Khulna,2002,10,35.5,24.1,22,83,0.3,3.1,7.8,41947,456632.4,521635.7,22.8,89.58,4,2002.1,0
11110,Khulna,2002,11,33,19.8,169,83,0.3,2.8,7.8,41947,456632.4,521635.7,22.8,89.58,4,2002.11,0
11111,Khulna,2002,12,30.5,15.2,0,82,0.2,0.8,8.1,41947,456632.4,521635.7,22.8,89.58,4,2002.12,0
11112,Khulna,2003,1,27.5,11.1,0,82,0.4,1.1,7.5,41947,456632.4,521635.7,22.8,89.58,4,2003.01,0
11113,Khulna,2003,2,33,16.7,0,76,0.4,1.7,8,41947,456632.4,521635.7,22.8,89.58,4,2003.02,0
11114,Khulna,2003,3,35.5,19.6,155,76,0.7,2.2,8.4,41947,456632.4,521635.7,22.8,89.58,4,2003.03,0
11115,Khulna,2003,4,37,25.5,63,77,1.3,3.3,8.6,41947,456632.4,521635.7,22.8,89.58,4,2003.04,0
11116,Khulna,2003,5,37.5,26,125,77,1.2,3.5,8.7,41947,456632.4,521635.7,22.8,89.58,4,2003.05,0
11117,Khulna,2003,6,37.3,26.2,251,85,1.1,6.1,3.8,41947,456632.4,521635.7,22.8,89.58,4,2003.06,0
11118,Khulna,2003,7,35.2,26.5,287,87,1,5.6,4.6,41947,456632.4,521635.7,22.8,89.58,4,2003.07,0
11119,Khulna,2003,8,35.5,26.7,255,86,1,5,6,41947,456632.4,521635.7,22.8,89.58,4,2003.08,0
11120,Khulna,2003,9,36,26.3,145,88,0.7,5.1,4.5,41947,456632.4,521635.7,22.8,89.58,4,2003.09,0
11121,Khulna,2003,10,35.7,25,315,87,0.4,4.8,5.2,41947,456632.4,521635.7,22.8,89.58,4,2003.1,0
11122,Khulna,2003,11,33,19,0,79,0.1,0.5,9,41947,456632.4,521635.7,22.8,89.58,4,2003.11,0
11123,Khulna,2003,12,29,15.4,22,83,0.3,1.7,6.5,41947,456632.4,521635.7,22.8,89.58,4,2003.12,0
11124,Khulna,2004,1,28.5,13.2,0,83,0.6,1.6,5.9,41947,456632.4,521635.7,22.8,89.58,4,2004.01,0
11125,Khulna,2004,2,34.5,15.7,0,73,0.5,0.9,8.5,41947,456632.4,521635.7,22.8,89.58,4,2004.02,0
11126,Khulna,2004,3,36.8,21.9,7,74,1.1,2.1,7.8,41947,456632.4,521635.7,22.8,89.58,4,2004.03,0
11127,Khulna,2004,4,35.9,24.9,85,78,1.7,4,8.1,41947,456632.4,521635.7,22.8,89.58,4,2004.04,0
11128,Khulna,2004,5,38.6,26.2,180,77,1.2,3.5,8.2,41947,456632.4,521635.7,22.8,89.58,4,2004.05,0
11129,Khulna,2004,6,36.5,26.2,383,86,0.9,5.6,3.9,41947,456632.4,521635.7,22.8,89.58,4,2004.06,1
11130,Khulna,2004,7,35.2,26.4,253,86,1.4,6.3,3.7,41947,456632.4,521635.7,22.8,89.58,4,2004.07,0
11131,Khulna,2004,8,34.5,26.5,266,88,1.4,6.1,4.4,41947,456632.4,521635.7,22.8,89.58,4,2004.08,0
11132,Khulna,2004,9,35.2,26.2,621,88,0.9,6.2,4.1,41947,456632.4,521635.7,22.8,89.58,4,2004.09,1
11133,Khulna,2004,10,35,23.7,183,84,0.7,3.2,6.8,41947,456632.4,521635.7,22.8,89.58,4,2004.1,0
11134,Khulna,2004,11,31,18.6,0,79,0.4,0.5,8.2,41947,456632.4,521635.7,22.8,89.58,4,2004.11,0
11135,Khulna,2004,12,29.8,15.8,0,80,0.5,0.4,7.4,41947,456632.4,521635.7,22.8,89.58,4,2004.12,0
11136,Khulna,2005,1,28.5,13.5,15,80,0.6,1.6,7.1,41947,456632.4,521635.7,22.8,89.58,4,2005.01,0
11137,Khulna,2005,2,33.9,17.3,0,75,1,1.2,8.9,41947,456632.4,521635.7,22.8,89.58,4,2005.02,0
11138,Khulna,2005,3,36,22.1,148,83,1.3,2.9,7.8,41947,456632.4,521635.7,22.8,89.58,4,2005.03,0
11139,Khulna,2005,4,38.5,25.2,43,81,1.4,3.2,9.5,41947,456632.4,521635.7,22.8,89.58,4,2005.04,0
11140,Khulna,2005,5,37.3,25.9,215,82,1.4,4.1,8.8,41947,456632.4,521635.7,22.8,89.58,4,2005.05,0
11141,Khulna,2005,6,38,27.3,102,82,1.4,5.5,5.2,41947,456632.4,521635.7,22.8,89.58,4,2005.06,0
11142,Khulna,2005,7,34.2,26.3,435,87,1.3,6.6,4.4,41947,456632.4,521635.7,22.8,89.58,4,2005.07,1
11143,Khulna,2005,8,35.2,26.9,194,86,0.9,6.5,3.2,41947,456632.4,521635.7,22.8,89.58,4,2005.08,0
11144,Khulna,2005,9,35.5,26.3,410,86,0.9,5.9,5.1,41947,456632.4,521635.7,22.8,89.58,4,2005.09,1
11145,Khulna,2005,10,34.5,24.7,420,88,0.5,5.1,5,41947,456632.4,521635.7,22.8,89.58,4,2005.1,1
11146,Khulna,2005,11,31.4,19,0,81,0.2,1.2,7.8,41947,456632.4,521635.7,22.8,89.58,4,2005.11,0
11147,Khulna,2005,12,28.4,14.8,0,78,0.3,1.2,8.1,41947,456632.4,521635.7,22.8,89.58,4,2005.12,0
11148,Khulna,2006,1,30.2,12.8,0,77,0.3,0.5,7.6,41947,456632.4,521635.7,22.8,89.58,4,2006.01,0
11149,Khulna,2006,2,36.2,18.8,0,74,0.4,0.3,7.7,41947,456632.4,521635.7,22.8,89.58,4,2006.02,0
11150,Khulna,2006,3,38.5,21.1,5,68,0.4,1.4,7.3,41947,456632.4,521635.7,22.8,89.58,4,2006.03,0
11151,Khulna,2006,4,39,24.9,19,71,1.1,3.4,7.7,41947,456632.4,521635.7,22.8,89.58,4,2006.04,0
11152,Khulna,2006,5,37.2,25.7,230,77,0.8,4,7.3,41947,456632.4,521635.7,22.8,89.58,4,2006.05,0
11153,Khulna,2006,6,36.7,26.9,262,84,0.6,5.6,4.1,41947,456632.4,521635.7,22.8,89.58,4,2006.06,0
11154,Khulna,2006,7,35.1,26.4,522,87,1.1,6.1,3.6,41947,456632.4,521635.7,22.8,89.58,4,2006.07,1
11155,Khulna,2006,8,34.6,26,364,87,1.5,6.4,4.4,41947,456632.4,521635.7,22.8,89.58,4,2006.08,0
11156,Khulna,2006,9,35,26,579,86,0.9,5.4,5.7,41947,456632.4,521635.7,22.8,89.58,4,2006.09,1
11157,Khulna,2006,10,35.1,24.9,79,84,0.2,3.5,5.7,41947,456632.4,521635.7,22.8,89.58,4,2006.1,0
11158,Khulna,2006,11,32.4,20.1,1,81,0.3,2.7,6,41947,456632.4,521635.7,22.8,89.58,4,2006.11,0
11159,Khulna,2006,12,29.5,15,0,79,0.3,0.2,6.5,41947,456632.4,521635.7,22.8,89.58,4,2006.12,0
11160,Khulna,2007,1,29.5,12.2,0,78,0.4,0.7,5.9,41947,456632.4,521635.7,22.8,89.58,4,2007.01,0
11161,Khulna,2007,2,30.6,17,54,80,0.4,2,6.3,41947,456632.4,521635.7,22.8,89.58,4,2007.02,0
11162,Khulna,2007,3,36.3,19.6,14,70,0.5,1.4,8.6,41947,456632.4,521635.7,22.8,89.58,4,2007.03,0
11163,Khulna,2007,4,36.7,24.4,92,75,1.4,3.6,8.5,41947,456632.4,521635.7,22.8,89.58,4,2007.04,0
11164,Khulna,2007,5,38,25.9,119,76,0.7,3.9,8.4,41947,456632.4,521635.7,22.8,89.58,4,2007.05,0
11165,Khulna,2007,6,36.6,26.3,374,83,1.1,6.2,5.2,41947,456632.4,521635.7,22.8,89.58,4,2007.06,0
11166,Khulna,2007,7,34.6,26.3,591,88,1,6.8,5,41947,456632.4,521635.7,22.8,89.58,4,2007.07,1
11167,Khulna,2007,8,35.7,26.8,160,85,0.7,6.1,3.5,41947,456632.4,521635.7,22.8,89.58,4,2007.08,0
11168,Khulna,2007,9,35,26.1,397,91,0.7,6.4,6.3,41947,456632.4,521635.7,22.8,89.58,4,2007.09,1
11169,Khulna,2007,10,35.3,24.1,197,89,0.3,3.7,7.3,41947,456632.4,521635.7,22.8,89.58,4,2007.1,0
11170,Khulna,2007,11,31.8,20.5,113,86,0.6,1.8,5.7,41947,456632.4,521635.7,22.8,89.58,4,2007.11,0
11171,Khulna,2007,12,28,14.4,0,81,0.2,1,6.5,41947,456632.4,521635.7,22.8,89.58,4,2007.12,0
11172,Khulna,2008,1,29.5,13.8,66,80,0.2,1.4,5.7,41947,456632.4,521635.7,22.8,89.58,4,2008.01,0
11173,Khulna,2008,2,30.2,15.3,36,74,0.1,1.1,7.3,41947,456632.4,521635.7,22.8,89.58,4,2008.02,0
11174,Khulna,2008,3,35.8,22.4,48,78,0.3,3.1,6.9,41947,456632.4,521635.7,22.8,89.58,4,2008.03,0
11175,Khulna,2008,4,38,24.5,36,75,0.5,2.9,9,41947,456632.4,521635.7,22.8,89.58,4,2008.04,0
11176,Khulna,2008,5,37.5,25.3,151,75,0.5,4.5,8.3,41947,456632.4,521635.7,22.8,89.58,4,2008.05,0
11177,Khulna,2008,6,37,26.2,190,85,0.8,6.1,4.2,41947,456632.4,521635.7,22.8,89.58,4,2008.06,0
11178,Khulna,2008,7,34.6,26.3,301,89,0.6,7,2.9,41947,456632.4,521635.7,22.8,89.58,4,2008.07,0
11179,Khulna,2008,8,35,26.6,202,86,0.5,6.2,4.4,41947,456632.4,521635.7,22.8,89.58,4,2008.08,0
11180,Khulna,2008,9,34.6,26.2,379,86,0.4,5.8,5.1,41947,456632.4,521635.7,22.8,89.58,4,2008.09,1
11181,Khulna,2008,10,34.2,23.8,187,85,0.3,2.9,7.5,41947,456632.4,521635.7,22.8,89.58,4,2008.1,0
11182,Khulna,2008,11,32.2,19.6,0,79,0.1,1.2,8.8,41947,456632.4,521635.7,22.8,89.58,4,2008.11,0
11183,Khulna,2008,12,29.8,16.4,0,85,0.1,1.2,5.2,41947,456632.4,521635.7,22.8,89.58,4,2008.12,0
11184,Khulna,2009,1,29.6,15.2,1,82,0.9,0.6,6.2,41947,456632.4,521635.7,22.8,89.58,4,2009.01,0
11185,Khulna,2009,2,33.7,16.9,6,73,1.4,0.6,8.9,41947,456632.4,521635.7,22.8,89.58,4,2009.02,0
11186,Khulna,2009,3,36,21.1,10,72,1.9,2.1,8,41947,456632.4,521635.7,22.8,89.58,4,2009.03,0
11187,Khulna,2009,4,40.5,25.6,23,72,3.1,2.4,8.7,41947,456632.4,521635.7,22.8,89.58,4,2009.04,0
11188,Khulna,2009,5,40.5,26,130,75,2.7,4,7.8,41947,456632.4,521635.7,22.8,89.58,4,2009.05,0
11189,Khulna,2009,6,37,26.9,233,81,2.3,4.8,6.1,41947,456632.4,521635.7,22.8,89.58,4,2009.06,0
11190,Khulna,2009,7,35.5,26.5,347,87,1.8,6.6,3.8,41947,456632.4,521635.7,22.8,89.58,4,2009.07,0
11191,Khulna,2009,8,34.6,26.3,568,87,1.6,6.4,3.9,41947,456632.4,521635.7,22.8,89.58,4,2009.08,1
11192,Khulna,2009,9,35.4,26.4,357,85,1.2,5.2,4.1,41947,456632.4,521635.7,22.8,89.58,4,2009.09,0
11193,Khulna,2009,10,34.5,23.6,111,82,0.7,2.8,7.2,41947,456632.4,521635.7,22.8,89.58,4,2009.1,0
11194,Khulna,2009,11,34,20.1,20,78,0.6,2.1,7.3,41947,456632.4,521635.7,22.8,89.58,4,2009.11,0
11195,Khulna,2009,12,29.2,14.2,0,80,0.8,0.3,6.9,41947,456632.4,521635.7,22.8,89.58,4,2009.12,0
11196,Khulna,2010,1,28,11.9,0,79,1.5,1,7.5,41947,456632.4,521635.7,22.8,89.58,4,2010.01,0
11197,Khulna,2010,2,33,16.6,2,73,1,1.2,6.3,41947,456632.4,521635.7,22.8,89.58,4,2010.02,0
11198,Khulna,2010,3,37.6,23.4,14,71,2.1,1.9,8.4,41947,456632.4,521635.7,22.8,89.58,4,2010.03,0
11199,Khulna,2010,4,38.8,26.9,21,72,3.2,3.7,9,41947,456632.4,521635.7,22.8,89.58,4,2010.04,0
11200,Khulna,2010,5,38.2,25.9,146,77,2.1,4.4,7.1,41947,456632.4,521635.7,22.8,89.58,4,2010.05,0
11201,Khulna,2010,6,37.5,26.6,287,84,1.9,6,5,41947,456632.4,521635.7,22.8,89.58,4,2010.06,0
11202,Khulna,2010,7,36,27,180,84,2.3,5.7,5.4,41947,456632.4,521635.7,22.8,89.58,4,2010.07,0
11203,Khulna,2010,8,35.4,27,205,84,1.7,5.7,5,41947,456632.4,521635.7,22.8,89.58,4,2010.08,0
11204,Khulna,2010,9,35.5,26.4,157,85,1.4,4.9,5.5,41947,456632.4,521635.7,22.8,89.58,4,2010.09,0
11205,Khulna,2010,10,36,25,332,84,0.5,4.1,6.4,41947,456632.4,521635.7,22.8,89.58,4,2010.1,0
11206,Khulna,2010,11,32.3,21.1,0,80,0.1,1.7,6.6,41947,456632.4,521635.7,22.8,89.58,4,2010.11,0
11207,Khulna,2010,12,28.5,14.3,13,78,0.5,1.5,6.2,41947,456632.4,521635.7,22.8,89.58,4,2010.12,0
11208,Khulna,2011,1,28.5,12,0,77,0.8,0.3,6.8,41947,456632.4,521635.7,22.8,89.58,4,2011.01,0
11209,Khulna,2011,2,33,16.2,1,71,1.2,0.7,8.2,41947,456632.4,521635.7,22.8,89.58,4,2011.02,0
11210,Khulna,2011,3,36.6,20.5,16,70,3.1,2.2,8.2,41947,456632.4,521635.7,22.8,89.58,4,2011.03,0
11211,Khulna,2011,4,37.3,23.5,28,73,2.2,2.8,7.7,41947,456632.4,521635.7,22.8,89.58,4,2011.04,0
11212,Khulna,2011,5,37.4,25.5,145,78,2.1,4,7.1,41947,456632.4,521635.7,22.8,89.58,4,2011.05,0
11213,Khulna,2011,6,37.6,26.5,381,85,2.6,6,4,41947,456632.4,521635.7,22.8,89.58,4,2011.06,0
11214,Khulna,2011,7,35.5,26.5,387,84,1.6,5.7,5.1,41947,456632.4,521635.7,22.8,89.58,4,2011.07,1
11215,Khulna,2011,8,36.5,26.2,614,89,2,6.2,3.3,41947,456632.4,521635.7,22.8,89.58,4,2011.08,1
11216,Khulna,2011,9,35.5,25.9,367,88,1.5,5.4,4.3,41947,456632.4,521635.7,22.8,89.58,4,2011.09,0
11217,Khulna,2011,10,35.5,25.2,3,80,0.7,2.4,7.3,41947,456632.4,521635.7,22.8,89.58,4,2011.1,0
11218,Khulna,2011,11,32.6,19.4,6,81,0.7,0.6,7.6,41947,456632.4,521635.7,22.8,89.58,4,2011.11,0
11219,Khulna,2011,12,30.5,14.7,0,83,0.9,1.1,5.1,41947,456632.4,521635.7,22.8,89.58,4,2011.12,0
11220,Khulna,2012,1,29,14.3,66,81,1.7,2,6,41947,456632.4,521635.7,22.8,89.58,4,2012.01,0
11221,Khulna,2012,2,34,15.6,18,71,1.4,0.5,8.6,41947,456632.4,521635.7,22.8,89.58,4,2012.02,0
11222,Khulna,2012,3,37,22,1,74,1.9,1.2,8.4,41947,456632.4,521635.7,22.8,89.58,4,2012.03,0
11223,Khulna,2012,4,39.5,24.3,52,77,2.2,2.9,8.3,41947,456632.4,521635.7,22.8,89.58,4,2012.04,0
11224,Khulna,2012,5,38.5,26.4,63,80,2.2,3.3,7,41947,456632.4,521635.7,22.8,89.58,4,2012.05,0
11225,Khulna,2012,6,38.8,27.7,255,85,2.4,5.3,4,41947,456632.4,521635.7,22.8,89.58,4,2012.06,0
11226,Khulna,2012,7,34.8,26.7,391,90,2.3,6.8,3.5,41947,456632.4,521635.7,22.8,89.58,4,2012.07,1
11227,Khulna,2012,8,34.8,26.7,254,91,1.9,6.2,4.5,41947,456632.4,521635.7,22.8,89.58,4,2012.08,0
11228,Khulna,2012,9,35.7,26.5,374,90,1.7,5.3,5.3,41947,456632.4,521635.7,22.8,89.58,4,2012.09,0
11229,Khulna,2012,10,34.7,23.6,89,86,0.9,3,7.1,41947,456632.4,521635.7,22.8,89.58,4,2012.1,0
11230,Khulna,2012,11,32.5,19.1,80,81,0.5,2.3,6.8,41947,456632.4,521635.7,22.8,89.58,4,2012.11,0
11231,Khulna,2012,12,29,13.7,2,88,1.1,1,6.2,41947,456632.4,521635.7,22.8,89.58,4,2012.12,0
11232,Khulna,2013,1,29.2,11.7,1,84,1.4,0.4,6.8,41947,456632.4,521635.7,22.8,89.58,4,2013.01,0
11233,Khulna,2013,2,32.4,15.6,7,78,1.8,1.6,7.9,41947,456632.4,521635.7,22.8,89.58,4,2013.02,0
11234,Khulna,2013,3,36.6,21.1,19,70,2,1.5,8.1,41947,456632.4,521635.7,22.8,89.58,4,2013.03,0
11235,Khulna,2013,4,38.8,24.1,62,71,2.3,2.9,8.1,41947,456632.4,521635.7,22.8,89.58,4,2013.04,0
11236,Khulna,2013,5,37.5,25.2,430,83,2.9,6.4,4.1,41947,456632.4,521635.7,22.8,89.58,4,2013.05,1
11237,Khulna,2013,6,37,27.1,212,85,1.6,5.2,5,41947,456632.4,521635.7,22.8,89.58,4,2013.06,1
11238,Khulna,2013,7,34.7,26.7,313,91,2.3,6.2,4.6,41947,456632.4,521635.7,22.8,89.58,4,2013.07,0
11239,Khulna,2013,8,35.5,26.3,482,92,2,6.2,3.7,41947,456632.4,521635.7,22.8,89.58,4,2013.08,1
11240,Khulna,2013,9,36,26.4,278,85,1.3,5.8,4.4,41947,456632.4,521635.7,22.8,89.58,4,2013.09,0
11241,Khulna,2013,10,35.2,24.4,260,87,1.5,5.3,4.3,41947,456632.4,521635.7,22.8,89.58,4,2013.1,1
11242,Khulna,2013,11,32.6,18.2,0,75,1.1,0.8,8.1,41947,456632.4,521635.7,22.8,89.58,4,2013.11,0
11243,Khulna,2013,12,29.5,15,0,79,1.3,0.7,6.3,41947,456632.4,521635.7,22.8,89.58,4,2013.12,0
11244,Kutubdia,1977,1,28.14482759,14.91034483,0,74.65714286,0.9,0.951724138,8.346666667,41989,690250.3,414997.4,21.83,91.84,6,1977.01,0
11245,Kutubdia,1977,2,30.33103448,17.35862069,0,75.62857143,1.3,1.210344828,8.686666667,41989,690250.3,414997.4,21.83,91.84,6,1977.02,0
11246,Kutubdia,1977,3,33.04482759,21.23103448,0,79.54285714,1.7,1.906896552,8.683333333,41989,690250.3,414997.4,21.83,91.84,6,1977.03,0
11247,Kutubdia,1977,4,34.11034483,24.28275862,0,81.2,2,2.865517241,8.346666667,41989,690250.3,414997.4,21.83,91.84,6,1977.04,0
11248,Kutubdia,1977,5,34.72758621,25.38275862,0,81.68571429,2.2,4.3,7.073333333,41989,690250.3,414997.4,21.83,91.84,6,1977.05,0
11249,Kutubdia,1977,6,33.95862069,25.69655172,668,86.22857143,4,5.95862069,4.486666667,41989,690250.3,414997.4,21.83,91.84,6,1977.06,1
11250,Kutubdia,1977,7,32.89310345,25.48965517,536,88.4,5.5,6.434482759,4.016666667,41989,690250.3,414997.4,21.83,91.84,6,1977.07,1
11251,Kutubdia,1977,8,33.14137931,25.58965517,441,87.28571429,4.7,6.196551724,4.66,41989,690250.3,414997.4,21.83,91.84,6,1977.08,1
11252,Kutubdia,1977,9,33.81034483,25.46896552,240,85.94285714,2.7,5.513793103,6.03,41989,690250.3,414997.4,21.83,91.84,6,1977.09,0
11253,Kutubdia,1977,10,34.02413793,24.48275862,0,83.37142857,1.4,3.64137931,7.266666667,41989,690250.3,414997.4,21.83,91.84,6,1977.1,0
11254,Kutubdia,1977,11,32.25862069,20.63793103,4,79.2,1.8,1.913793103,8.263333333,41989,690250.3,414997.4,21.83,91.84,6,1977.11,0
11255,Kutubdia,1977,12,29.74137931,16.79310345,1,76.2,2.1,1.134482759,8.196666667,41989,690250.3,414997.4,21.83,91.84,6,1977.12,0
11256,Kutubdia,1978,1,28.14482759,14.91034483,4,74.65714286,1.3,0.951724138,8.346666667,41989,690250.3,414997.4,21.83,91.84,6,1978.01,0
11257,Kutubdia,1978,2,30.33103448,17.35862069,17,75.62857143,1.3,1.210344828,8.686666667,41989,690250.3,414997.4,21.83,91.84,6,1978.02,0
11258,Kutubdia,1978,3,33.04482759,21.23103448,46,79.54285714,1.7,1.906896552,8.683333333,41989,690250.3,414997.4,21.83,91.84,6,1978.03,0
11259,Kutubdia,1978,4,34.11034483,24.28275862,53,81.2,2,2.865517241,8.346666667,41989,690250.3,414997.4,21.83,91.84,6,1978.04,0
11260,Kutubdia,1978,5,34.72758621,25.38275862,223,81.68571429,2.2,4.3,7.073333333,41989,690250.3,414997.4,21.83,91.84,6,1978.05,0
11261,Kutubdia,1978,6,33.95862069,25.69655172,579,86.22857143,2.9,5.95862069,4.486666667,41989,690250.3,414997.4,21.83,91.84,6,1978.06,1
11262,Kutubdia,1978,7,32.89310345,25.48965517,697,88.4,2.9,6.434482759,4.016666667,41989,690250.3,414997.4,21.83,91.84,6,1978.07,1
11263,Kutubdia,1978,8,33.14137931,25.58965517,460,87.28571429,2.5,6.196551724,4.66,41989,690250.3,414997.4,21.83,91.84,6,1978.08,1
11264,Kutubdia,1978,9,33.81034483,25.46896552,271,85.94285714,1.7,5.513793103,6.03,41989,690250.3,414997.4,21.83,91.84,6,1978.09,0
11265,Kutubdia,1978,10,34.02413793,24.48275862,166,83.37142857,1.1,3.64137931,7.266666667,41989,690250.3,414997.4,21.83,91.84,6,1978.1,0
11266,Kutubdia,1978,11,32.25862069,20.63793103,51,79.2,0.9,1.913793103,8.263333333,41989,690250.3,414997.4,21.83,91.84,6,1978.11,0
11267,Kutubdia,1978,12,29.74137931,16.79310345,5,76.2,1,1.134482759,8.196666667,41989,690250.3,414997.4,21.83,91.84,6,1978.12,0
11268,Kutubdia,1979,1,28.14482759,14.91034483,0,73,1.1,0.951724138,8.346666667,41989,690250.3,414997.4,21.83,91.84,6,1979.01,0
11269,Kutubdia,1979,2,30.33103448,17.35862069,0,77,1.4,1.210344828,8.686666667,41989,690250.3,414997.4,21.83,91.84,6,1979.02,0
11270,Kutubdia,1979,3,33.04482759,21.23103448,0,77,2.1,1.906896552,8.683333333,41989,690250.3,414997.4,21.83,91.84,6,1979.03,0
11271,Kutubdia,1979,4,34.11034483,24.28275862,0,79,2.2,2.865517241,8.346666667,41989,690250.3,414997.4,21.83,91.84,6,1979.04,0
11272,Kutubdia,1979,5,34.72758621,25.38275862,28,78,2.6,4.3,7.073333333,41989,690250.3,414997.4,21.83,91.84,6,1979.05,0
11273,Kutubdia,1979,6,33.95862069,25.69655172,86,86,3.6,5.95862069,4.486666667,41989,690250.3,414997.4,21.83,91.84,6,1979.06,0
11274,Kutubdia,1979,7,32.89310345,25.48965517,104,87,3.1,6.434482759,4.016666667,41989,690250.3,414997.4,21.83,91.84,6,1979.07,0
11275,Kutubdia,1979,8,33.14137931,25.58965517,145,89,3.7,6.196551724,4.66,41989,690250.3,414997.4,21.83,91.84,6,1979.08,0
11276,Kutubdia,1979,9,33.81034483,25.46896552,89,89,2.1,5.513793103,6.03,41989,690250.3,414997.4,21.83,91.84,6,1979.09,0
11277,Kutubdia,1979,10,34.02413793,24.48275862,27,82,1.4,3.64137931,7.266666667,41989,690250.3,414997.4,21.83,91.84,6,1979.1,0
11278,Kutubdia,1979,11,32.25862069,20.63793103,0,79,0.6,1.913793103,8.263333333,41989,690250.3,414997.4,21.83,91.84,6,1979.11,0
11279,Kutubdia,1979,12,29.74137931,16.79310345,15,75,1.1,1.134482759,8.196666667,41989,690250.3,414997.4,21.83,91.84,6,1979.12,0
11280,Kutubdia,1980,1,28.14482759,14.91034483,0,75,1.8,0.951724138,8.346666667,41989,690250.3,414997.4,21.83,91.84,6,1980.01,0
11281,Kutubdia,1980,2,30.33103448,17.35862069,3,76,0.9,1.210344828,8.686666667,41989,690250.3,414997.4,21.83,91.84,6,1980.02,0
11282,Kutubdia,1980,3,33.04482759,21.23103448,0,80,1.9,1.906896552,8.683333333,41989,690250.3,414997.4,21.83,91.84,6,1980.03,0
11283,Kutubdia,1980,4,34.11034483,24.28275862,9,81,3,2.865517241,8.346666667,41989,690250.3,414997.4,21.83,91.84,6,1980.04,0
11284,Kutubdia,1980,5,34.72758621,25.38275862,107,82,2.9,4.3,7.073333333,41989,690250.3,414997.4,21.83,91.84,6,1980.05,0
11285,Kutubdia,1980,6,33.95862069,25.69655172,122,86,2.9,5.95862069,4.486666667,41989,690250.3,414997.4,21.83,91.84,6,1980.06,0
11286,Kutubdia,1980,7,32.89310345,25.48965517,158,89,3.3,6.434482759,4.016666667,41989,690250.3,414997.4,21.83,91.84,6,1980.07,0
11287,Kutubdia,1980,8,33.14137931,25.58965517,47,87,2.6,6.196551724,4.66,41989,690250.3,414997.4,21.83,91.84,6,1980.08,0
11288,Kutubdia,1980,9,33.81034483,25.46896552,0,86,1.7,5.513793103,6.03,41989,690250.3,414997.4,21.83,91.84,6,1980.09,0
11289,Kutubdia,1980,10,34.02413793,24.48275862,0,83,1.1,3.64137931,7.266666667,41989,690250.3,414997.4,21.83,91.84,6,1980.1,0
